respondent_id,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108
470,2,3,2,2,1,2,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,1,3,2,3,3,2,2,2,1,2,3,1,1,5,4,3,3,5,4,4,4,3,4,1,3,1,2,3,2,3,2,3,2,1,2,3,1,3,5,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
471,1,3,1,2,3,3,4,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,4,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,3,3,3,3,3,4,5,3,5,4,4,5,5,4,5,5,3,4,4,4,5,5,4,3,5,3,5,3,4,4,3,4,3,2,1,1,2,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,无
472,2,1,4,5,4,1,3,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,3,3,4,3,4,3,4,4,4,5,5,5,4,3,4,5,3,3,5,5,5,5,4,5,4,5,4,3,3,4,5,4,5,4,5,4,2,2,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,无
473,1,4,3,2,2,3,3,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1^无,4,5,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,4,3,5,4,3,5,4,3,1,1,3,5,5,5,4,4,3,4,5,3,4,4,5,5,5,4,4,3,5,4,3,4,4,5,3,2,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,无
474,2,4,5,3,3,1,3,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,3,5,5,4,4,4,4,4,4,5,4,4,4,3,3,4,4,4,3,5,4,3,5,3,3,5,4,4,3,4,4,4,5,5,5,5,2,3,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,无
475,1,3,3,2,4,2,5,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2,3,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,4,4,5,5,4,5,4,4,5,5,3,5,4,3,4,5,5,5,5,5,5,5,3,4,4,5,4,5,3,5,5,5,4,4,4,5,3,3,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,无
476,1,1,3,3,4,1,3,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,3,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,2,2,3,2,3,1,3,2,2,2,2,3,2,1,3,1,2,3,1,2,3,2,1,3,3,2,3,2,1,1,2,3,2,1,3,1,1,4,5,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,无
477,1,2,1,3,3,1,1,2,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,2,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,0,1,0,0,4,4,4,4,4,3,3,4,5,3,4,4,4,5,5,5,5,3,4,5,5,4,5,4,4,4,5,5,4,5,4,4,5,3,5,4,3,4,2,3,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
478,2,4,3,2,3,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,3,3,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,4,4,4,4,5,4,3,4,5,4,5,5,5,3,5,4,4,5,5,4,5,4,3,3,5,3,4,4,5,4,3,5,4,4,4,3,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,无
479,2,2,4,2,2,2,3,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3,3,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,5,3,4,5,4,4,4,4,5,4,3,5,4,5,5,5,4,4,4,5,4,4,4,5,4,4,3,4,5,3,4,5,5,4,4,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1^无,无
480,2,3,4,3,3,2,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,3,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,3,3,1,1,2,5,5,3,4,2,2,1,2,3,3,1,1,3,3,3,3,1,2,3,2,2,2,3,3,1,2,2,3,3,2,3,1,5,5,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
481,2,1,4,4,1,2,4,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,4,4,4,4,5,5,5,4,5,5,4,4,4,5,4,3,4,4,5,3,4,5,4,3,4,3,5,4,5,3,5,5,5,3,3,2,3,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,无
482,1,2,5,4,4,1,2,2,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2,4,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,1,0,0,0,4,4,4,3,5,4,1,1,2,2,5,3,4,4,4,4,4,5,3,4,5,5,4,4,2,2,1,2,1,3,1,2,3,3,5,5,4,4,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,无
483,2,3,2,2,3,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,4,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,4,4,3,1,3,1,2,3,4,4,4,4,5,4,4,3,3,5,5,3,4,5,4,5,4,4,3,5,3,5,4,4,4,4,3,2,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
484,1,4,4,2,3,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,5,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,5,5,5,3,4,3,5,5,5,4,4,5,4,4,5,4,4,5,3,5,5,4,3,5,4,4,5,3,3,5,5,3,4,5,4,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1^无,无
485,1,2,4,2,2,3,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,3,2,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,4,5,4,5,3,3,3,5,3,5,5,4,5,3,4,3,5,5,4,5,5,4,3,4,4,5,4,5,3,5,5,5,4,4,3,5,2,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,无
486,1,3,4,5,3,2,2,2,0,1,0,0,0,0,1^无,0,1,1,0,1,0,1,0,1,5,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,1,0,0,0,5,5,5,5,4,4,5,4,4,5,4,5,4,4,5,4,5,5,3,3,4,3,3,3,5,5,5,3,5,3,4,5,3,5,4,4,4,5,3,3,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,无
487,2,4,4,2,2,2,2,2,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,4,2,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,0,1,0,0,0,3,3,5,5,4,4,3,4,4,5,3,4,5,5,5,4,5,5,4,4,5,5,4,3,4,5,4,4,4,5,4,5,5,4,3,5,4,4,5,4,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,无
488,1,3,4,6,4,2,2,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,3,4,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,3,5,4,5,5,4,4,4,4,3,4,1,3,4,4,3,3,5,3,4,3,4,4,4,4,4,4,5,5,5,3,4,4,5,5,4,4,2,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
489,2,2,5,2,3,3,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,1,2,3,4,5,2,2,3,2,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,5,4,5,4,3,3,4,4,5,5,5,1,2,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,无
490,1,4,5,6,3,3,3,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2,3,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,3,4,4,3,4,5,4,4,4,4,5,3,5,4,4,4,4,3,5,3,5,4,4,4,5,4,4,4,4,3,5,3,4,5,3,4,2,3,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,无
491,1,3,3,2,3,3,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,3,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,1,3,5,4,3,5,5,5,1,1,1,1,5,4,5,3,4,4,5,5,4,4,1,1,4,3,2,2,3,2,4,3,4,5,4,4,3,5,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
492,2,2,2,2,2,1,3,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,3,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,3,5,4,4,5,3,4,4,5,5,5,4,4,4,4,3,4,5,5,3,4,5,4,4,5,4,5,5,3,5,3,4,5,5,4,4,1,2,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,无
493,2,2,2,6,3,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,2,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,3,1,3,3,5,3,4,4,5,4,4,4,4,5,3,5,4,3,4,4,4,5,4,4,4,5,3,4,4,4,3,4,5,4,5,4,2,2,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,无
494,1,3,3,2,3,3,3,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,3,2,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,3,3,5,4,2,3,3,4,3,3,2,3,5,3,4,3,5,5,4,5,5,4,4,3,3,3,4,3,3,4,4,4,3,4,4,4,4,5,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,无
495,1,2,4,2,3,1,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,3,2,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,3,2,2,5,5,5,4,4,3,5,4,4,4,4,4,4,4,4,3,4,5,5,4,3,4,3,5,4,5,3,5,5,5,3,3,1,2,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,无
496,2,2,2,2,2,2,3,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,4,2,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,4,5,5,5,3,3,5,5,4,5,5,4,5,4,4,5,4,4,5,3,5,5,1,1,1,1,4,4,2,4,2,1,4,4,4,3,1,3,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
497,1,3,3,3,3,1,3,2,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,3,4,1,0,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,0,1,0,0,4,3,3,5,5,5,3,4,5,3,4,3,4,4,3,2,1,1,1,1,3,2,2,2,4,5,4,4,5,5,4,4,5,5,5,4,5,4,4,5,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,无
498,2,2,2,2,2,2,5,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,4,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,5,5,3,5,5,3,4,5,2,1,2,1,4,4,3,4,3,3,5,5,3,5,5,4,4,4,3,4,4,5,5,4,3,4,4,4,5,4,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,无
499,1,2,2,2,2,1,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,3,3,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,5,4,5,4,5,5,4,5,4,3,4,4,3,5,4,3,4,4,4,5,4,4,4,4,3,4,3,5,4,5,5,4,5,4,4,4,3,3,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,无
500,2,3,4,4,1,3,3,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,3,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,3,1,3,1,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,3,4,4,4,5,5,5,5,4,4,3,4,3,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
501,1,3,5,2,2,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,5,5,3,5,1,3,2,2,3,4,5,3,4,4,5,5,4,4,4,5,4,4,4,5,4,5,4,3,3,4,5,4,3,2,3,3,3,3,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
502,2,2,2,5,3,3,3,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,5,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,4,4,4,1,2,4,1,4,4,4,3,4,4,4,5,3,4,5,5,4,4,4,3,4,4,4,3,4,5,3,5,5,5,5,5,2,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,无
503,2,2,3,5,4,2,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,2,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,3,3,4,2,5,5,4,5,4,4,5,5,5,4,5,5,3,3,4,3,3,3,4,5,5,5,4,5,5,4,5,4,5,3,4,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,无
504,1,3,4,5,2,3,3,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,3,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,3,5,5,4,4,5,3,4,3,3,3,4,4,4,4,5,4,3,4,4,5,4,4,4,5,4,3,3,4,4,5,3,4,3,5,4,2,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,无
505,1,5,3,2,2,2,2,2,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,3,1,0,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,1,0,0,0,3,5,4,4,4,4,5,5,5,5,3,4,4,4,3,4,4,4,4,4,4,4,5,4,5,4,3,3,3,4,5,4,4,4,5,4,4,5,3,3,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,无
506,1,3,5,4,4,1,1,1,0,1,0,0,0,0,1^无,1,0,1,1,0,1,0,0,2,3,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,4,3,3,1,5,3,5,4,4,5,4,4,4,4,4,5,4,3,4,4,5,4,3,4,4,3,5,4,5,3,5,4,1,2,2,1,2,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,无
507,1,2,5,4,3,1,4,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,2,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,3,5,5,3,1,3,2,3,4,4,5,4,3,4,4,3,4,5,4,3,4,3,5,5,4,4,4,4,4,5,5,4,5,4,4,3,2,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,无
508,1,5,5,2,2,3,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,2,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,2,2,3,2,2,3,1,2,2,1,3,1,2,2,3,2,1,3,3,3,2,3,4,5,3,5,4,3,4,3,4,3,2,2,1,1,3,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,无
509,2,4,4,4,4,2,4,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,3,2,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,3,1,2,1,3,5,5,4,5,4,5,5,4,5,4,4,4,3,5,4,4,5,3,3,5,4,4,4,3,3,4,5,1,3,4,3,3,2,0,1,0,1,0,1,0,0,1^无,1,0,0,1,0,1,0,无
510,2,3,2,2,3,2,3,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,4,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,3,5,3,4,5,4,4,4,5,4,5,5,4,5,4,4,5,4,5,4,3,5,4,4,5,5,3,5,5,5,4,5,4,4,4,3,2,0,1,0,1,0,1,0,0,1^无,1,0,0,1,0,1,0,无
511,2,3,4,5,3,3,2,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2,2,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,5,4,5,4,5,4,3,5,5,5,4,5,4,5,5,4,5,4,5,5,4,5,5,3,3,4,5,4,3,5,4,4,4,4,5,4,4,4,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,无
512,1,5,4,5,4,1,5,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,3,3,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,3,1,3,1,2,1,2,3,3,3,1,1,2,3,4,5,4,4,4,5,5,4,5,1,1,3,1,2,3,3,3,1,2,4,4,5,4,3,5,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,无
513,1,2,1,3,4,1,3,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2,3,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,3,5,4,5,1,3,2,2,2,2,3,2,1,2,2,2,2,3,3,1,1,1,2,1,1,2,4,3,3,1,2,2,2,3,3,3,5,4,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
514,2,1,2,2,2,3,3,2,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2,3,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,1,0,0,4,5,3,1,2,3,5,4,4,5,1,2,4,3,4,5,4,3,4,3,3,4,5,4,4,4,4,5,5,3,3,4,5,4,4,5,5,3,1,3,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
515,2,3,4,3,4,2,1,2,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,2,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,1,0,0,4,3,4,5,5,3,4,4,5,4,2,1,1,3,4,4,4,4,5,5,5,4,4,4,5,3,3,4,4,5,4,4,3,5,4,5,3,5,5,4,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,无
516,2,2,3,2,2,2,2,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,3,2,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,4,4,3,4,4,5,4,4,5,4,4,5,4,5,3,4,4,4,4,5,3,4,4,4,4,3,5,4,4,4,4,5,4,4,3,2,2,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,无
517,1,5,4,8^无,3,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,3,3,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,4,3,4,4,4,3,5,3,4,5,3,5,3,4,4,4,5,5,5,4,5,4,5,4,5,3,3,4,4,3,3,4,5,5,5,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,无
518,2,3,4,3,4,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,3,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,4,4,4,3,4,5,3,5,4,4,5,4,4,4,5,4,3,5,4,3,3,4,4,3,5,4,4,4,3,4,3,3,4,4,3,4,2,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
519,2,2,4,2,4,2,2,2,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,2,2,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,5,3,5,4,3,4,3,4,4,4,4,4,5,5,2,1,4,3,2,3,3,4,2,3,4,3,4,3,5,4,5,4,4,5,4,3,5,4,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
520,2,2,5,2,1,2,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1^无,2,3,0,1,0,1,0,0,1^无,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,3,4,5,4,4,5,4,4,4,5,4,5,3,5,4,3,3,5,4,4,5,5,3,2,2,2,1,3,3,2,3,3,3,4,4,5,2,3,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
521,1,2,2,4,3,2,3,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,3,4,3,5,2,1,3,3,4,5,5,5,4,5,4,4,5,4,4,3,5,3,3,4,4,5,4,5,3,5,5,5,3,3,1,2,3,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,无
522,1,3,3,2,2,3,2,2,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,2,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,5,4,4,4,4,3,4,4,4,3,4,3,3,4,4,5,4,4,5,5,4,4,4,4,4,4,4,5,5,4,3,3,4,4,3,4,3,4,2,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
523,2,2,5,6,3,2,3,2,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,2,2,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,1,0,0,0,4,4,4,4,3,5,5,3,4,5,4,4,5,5,4,4,4,5,3,3,4,5,4,4,5,4,4,5,5,4,5,4,3,5,5,5,4,4,2,2,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
524,2,3,5,2,4,2,3,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2,2,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,3,5,4,3,2,1,2,2,3,3,2,3,3,5,4,4,4,3,4,4,5,4,5,4,5,5,5,3,5,5,4,5,4,3,5,4,1,3,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
525,1,2,5,4,2,2,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,4,4,4,4,3,4,4,5,4,4,4,3,3,4,5,4,5,5,4,4,4,2,3,3,1,2,1,1,2,3,3,5,5,4,3,1,2,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,无
526,1,2,3,4,2,2,2,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,2,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,4,5,4,4,4,4,4,3,3,4,5,5,4,5,5,5,4,4,4,4,3,2,1,1,1,1,2,1,3,2,2,4,4,4,5,3,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
527,1,2,4,2,1,2,4,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,1,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,1,0,0,0,4,4,3,4,2,1,5,5,4,4,3,4,4,4,3,4,5,4,4,4,5,3,3,5,4,4,1,1,2,2,3,1,1,3,4,4,4,3,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
528,1,2,3,3,2,2,2,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,1,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,3,5,4,3,4,3,3,5,5,5,4,4,4,4,5,5,4,4,5,5,4,5,5,5,3,5,4,4,3,3,5,5,4,4,4,4,4,5,3,3,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,无
529,2,3,3,2,3,2,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,2,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1^无,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,4,3,4,3,5,4,4,5,3,3,3,3,4,4,3,4,4,5,4,3,4,3,5,3,4,4,4,3,4,3,3,4,4,4,4,3,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,无
